	Property Name	Property Location	Price	Property Info	Bedroom	Bathroom	Car Porch
1170	The Northshore Gardens, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,380,000(RM 969.85 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,454 sq. ft.  •  Partly furnished	4+1	5	4
1171	Concerto North Kiara, Dutamas	Dutamas, Kuala Lumpur	RM 1,102,360(RM 587.61 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,876 sq. ft.  •  Partly furnished	3+1	5	2
1172	Unio Residence, Kepong	Kepong, Kuala Lumpur	RM 777,000(RM 651.85 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,192 sq. ft.  •  Partly furnished	3	2	2
1173	Taman Tun Dr Ismail, TTDI KL, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 5,500,000(RM 846.15 per sq. ft.)	Bungalow  •  Built-up : 6,500 sq. ft.	6+1	6	4
1174	Vivo Residential Suites, Jalan Klang Lama, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 860,000(RM 694.67 per sq. ft.)	Condominium  •  Built-up : 1,238 sq. ft.  •  Partly furnished	3	3	2
1175	Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 618,000(RM 606.48 per sq. ft.)	Condominium  •  Built-up : 1,019 sq. ft.  •  Partly furnished	3	2	2
1176	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,280,000(RM 832.79 per sq. ft.)	Condominium  •  Built-up : 1,537 sq. ft.  •  Partly furnished	3	3	3
1177	Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,730,000(RM 837.77 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,065 sq. ft.  •  Partly furnished	4+1	5	3
1178	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 959.04 per sq. ft.)	Condominium  •  Built-up : 1,001 sq. ft.  •  Partly furnished	2	2	2
1179	Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 669,000(RM 934.36 per sq. ft.)	Serviced Residence  •  Built-up : 716 sq. ft.  •  Fully furnished	2	2	1
1180	Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,050,000(RM 864.2 per sq. ft.)	Condominium  •  Built-up : 1,215 sq. ft.	3	2	2
1181	Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,700,000(RM 1093.02 per sq. ft.)	Bungalow  •  Built-up : 4,300 sq. ft.  •  Unfurnished	6	5	4
1182	Aurora Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 780,000(RM 635.7 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,227 sq. ft.  •  Partly furnished	3	2	2
1183	Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,000,000(RM 673.13 per sq. ft.)	Bungalow  •  Built-up : 7,428 sq. ft.	5	5	5
1184	Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,700,000(RM 1044.44 per sq. ft.)	Bungalow  •  Built-up : 4,500 sq. ft.  •  Unfurnished	6	5	5
1185	Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,600,000(RM 2133.33 per sq. ft.)	Bungalow  •  Built-up : 4,500 sq. ft.  •  Unfurnished	6	5	8
1186	Aurora Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 650,000(RM 591.99 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,098 sq. ft.  •  Partly furnished	3	2	2
1187	safa ,desa parkcity , kepong, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,300,000(RM 766.67 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Partly furnished	4	3	None
1188	231 TR Serviced Suite, City Centre	City Centre, Kuala Lumpur	RM 798,000(RM 733.46 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,088 sq. ft.  •  Fully furnished	3	2	None
1189	Nexus, Cheras	Cheras, Kuala Lumpur	RM 405,000(RM 405 per sq. ft.)	Serviced Residence  •  Built-up : 1,000 sq. ft.	3	2	2
1190	The Northshore Gardens, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,950,000(RM 924.17 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,110 sq. ft.  •  Fully furnished	3+1	4	2
1191	Connaught Avenue, Taman Connaught, Cheras	Cheras, Kuala Lumpur	RM 315,000(RM 328.81 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 958 sq. ft.  •  Partly furnished	3	2	1
1192	Fadasons Villa Laman Rimbunan Fortune Park Kepong, Kepong	Kepong, Kuala Lumpur	RM 1,260,000(RM 450 per sq. ft.)	2.5-sty Terrace/Link House | Intermediate  •  Built-up : 2,800 sq. ft.  •  Partly furnished	5	5	None
1193	The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 890,000(RM 598.12 per sq. ft.)	Condominium  •  Built-up : 1,488 sq. ft.  •  Fully furnished	3+1	4	2
1194	The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 720,000(RM 607.08 per sq. ft.)	Condominium  •  Built-up : 1,186 sq. ft.  •  Partly furnished	2+1	2	1
1195	Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 440,000(RM 488.35 per sq. ft.)	Condominium  •  Built-up : 901 sq. ft.  •  Unfurnished	3	2	2
1196	Lorong Maarof,Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 2,600,000(RM 866.67 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Partly furnished	5	4	None
1197	Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 470,000(RM 504.29 per sq. ft.)	Condominium | Intermediate  •  Built-up : 932 sq. ft.  •  Unfurnished	3+1	2	2
1198	Waltz Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 849,000(RM 679.2 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,250 sq. ft.  •  Partly furnished	3+1	4	2
1199	Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 4,000,000(RM 3189.79 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,254 sq. ft.  •  Fully furnished	2	3	1
1200	Serai, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 10,200,000(RM 1458.18 per sq. ft.)	Condominium  •  Built-up : 6,995 sq. ft.	5+1	6	4
1201	The Mansion, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 5,850,000(RM 941.57 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 6,213 sq. ft.  •  Partly furnished	5+1	6	3
1202	One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 7,500,000(RM 1709.99 per sq. ft.)	Condominium | Corner lot  •  Built-up : 4,386 sq. ft.	4+1	5	3
1203	Marc Residence, KLCC	KLCC, Kuala Lumpur	RM 7,200,000(RM 1337.79 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 5,382 sq. ft.  •  Fully furnished	4	5	3
1204	Waltz Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 1,070,000(RM 632.76 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,691 sq. ft.  •  Partly furnished	4	4	2
1205	DALE LAKE FIELDS / LAKEFIELDS KL SG BESI, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 1,398,999(RM 538.08 per sq. ft.)	3-sty Terrace/Link House | End lot  •  Built-up : 2,600 sq. ft.  •  Unfurnished	5+1	4	7
1206	Lake City, Taman Wahyu, Kepong	Kepong, Kuala Lumpur	RM 410,000(RM 611.03 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 671 sq. ft.  •  Partly furnished	2	2	1
1207	Taman Esplanad, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 2,950,000(RM 737.5 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	4	None
1208	Lake City, Taman Wahyu, Kepong	Kepong, Kuala Lumpur	RM 600,000(RM 534.76 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,122 sq. ft.  •  Partly furnished	3	2	1
1209	The Tropika, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 950,000(RM 720.79 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 1,318 sq. ft.  •  Partly furnished	3	3	2
1210	Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 3,000,000(RM 1679.73 per sq. ft.)	Serviced Residence  •  Built-up : 1,786 sq. ft.  •  Partly furnished	3	3	2
1211	Safa Terraces , Desa Park City , Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,300,000(RM 718.75 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 3,200 sq. ft.  •  Partly furnished	4+1	4	None
1212	Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 4,190,000(RM 3341.31 per sq. ft.)	Condominium  •  Built-up : 1,254 sq. ft.  •  Fully furnished	2	2	1
1213	Cheras Heights (Bukit Cheras), Cheras	Cheras, Kuala Lumpur	RM 498,000(RM 357.25 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,394 sq. ft.  •  Unfurnished	3+1	2	1
1214	DALE LAKE FIELDS / LAKEFIELDS KL SG BESI, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 2,330,000(RM 647.58 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 3,598 sq. ft.  •  Unfurnished	5+1	5	8
1215	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,400,000(RM 867.37 per sq. ft.)	Condominium  •  Built-up : 2,767 sq. ft.  •  Fully furnished	4+1	5	3
1216	Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,250,000(RM 1041.67 per sq. ft.)	Condominium  •  Built-up : 1,200 sq. ft.  •  Fully furnished	3	2	2
1217	Platinum Lake PV 21, Setapak	Setapak, Kuala Lumpur	RM 489,000(RM 369.06 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,325 sq. ft.  •  Partly furnished	3+2	3	2
1218	Kepong	Kepong, Kuala Lumpur	RM 430,000(RM 300.7 per sq. ft.)	1-sty Terrace/Link House  •  Built-up : 1,430 sq. ft.	3	2	None
1219	Kaleidoscope (Residensi Setiawangsa), Setiawangsa	Setiawangsa, Kuala Lumpur	RM 670,000(RM 560.2 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,196 sq. ft.  •  Partly furnished	3	2	2
1220	Duta Nusantara, Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 4,800,000(RM 1200 per sq. ft.)	Semi-detached House  •  Built-up : 4,000 sq. ft.  •  Partly furnished	5+1	6	None
1221	Dua Menjalara, Bandar Menjalara	Bandar Menjalara, Kuala Lumpur	RM 1,380,000(RM 521.15 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,648 sq. ft.  •  Partly furnished	3+2	4	3
1222	Grove Lakefields Sungai Besi KL, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 2,100,000(RM 473.51 per sq. ft.)	Semi-detached House  •  Built-up : 4,435 sq. ft.  •  Partly furnished	4+1	6	5
1223	Duta Tropika, Dutamas, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,500,000(RM 833.33 per sq. ft.)	3-sty Terrace/Link House  •  Built-up : 4,200 sq. ft.  •  Partly furnished	5	6	None
1224	EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 491,000(RM 644.36 per sq. ft.)	Serviced Residence | Duplex  •  Built-up : 762 sq. ft.  •  Partly furnished	1	2	1
1225	Tuan Residency, Taman City, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 480,000(RM 546.7 per sq. ft.)	Serviced Residence  •  Built-up : 878 sq. ft.  •  Partly furnished	3	2	2
1226	Tuan Residency, Taman City, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 450,000(RM 512.53 per sq. ft.)	Serviced Residence  •  Built-up : 878 sq. ft.  •  Partly furnished	3	2	1
1227	REED LAKE FIELDS / LAKEFIELDS SG BESI KL, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 1,850,000(RM 528.57 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 3,500 sq. ft.  •  Unfurnished	5+1	6	3
1228	EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 680,000(RM 606.6 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,121 sq. ft.  •  Partly furnished	2	2	2
1229	Bangsar	Bangsar, Kuala Lumpur	RM 9,500,000(RM 1900 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 5,000 sq. ft.	4	4	2
1230	Taman seri minang , Cheras	Cheras, Kuala Lumpur	RM 1,000,000(RM 322.58 per sq. ft.)	3-sty Terrace/Link House | Intermediate  •  Built-up : 3,100 sq. ft.  •  Fully furnished	5+1	4	None
1231	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,800,000(RM 1380 per sq. ft.)	Bungalow  •  Built-up : 10,000 sq. ft.  •  Partly furnished	6	6	None
1232	Residensi PV18, Setapak	Setapak, Kuala Lumpur	RM 500,000(RM 410.17 per sq. ft.)	Condominium  •  Built-up : 1,219 sq. ft.  •  Unfurnished	3	3	2
1233	One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 7,388,000(RM 1415.33 per sq. ft.)	Condominium | Corner lot  •  Built-up : 5,220 sq. ft.  •  Partly furnished	4+1	6	4
1234	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 750,000(RM 856.16 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
1235	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 910,000(RM 832.57 per sq. ft.)	Condominium  •  Built-up : 1,093 sq. ft.  •  Partly furnished	2	2	2
1236	Tijani 2 North, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 3,500,000(RM 1117.14 per sq. ft.)	Condominium  •  Built-up : 3,133 sq. ft.  •  Partly furnished	4+1	5	None
1237	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,360,000(RM 885.99 per sq. ft.)	Condominium  •  Built-up : 1,535 sq. ft.  •  Partly furnished	3	2	2
1238	Mutiara Bukit Jalil End Lot, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,600,000(RM 441.99 per sq. ft.)	3-sty Terrace/Link House | Corner lot  •  Built-up : 3,620 sq. ft.  •  Partly furnished	5+1	5	4
1239	The Ruma, KLCC	KLCC, Kuala Lumpur	RM 1,600,000(RM 1748.63 per sq. ft.)	Serviced Residence | Intermediate  •  Built-up : 915 sq. ft.  •  Partly furnished	2	2	1
1240	The Meritz, KLCC	KLCC, Kuala Lumpur	RM 1,100,000(RM 1022.3 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,076 sq. ft.  •  Fully furnished	2+1	2	1
1241	The Ruma, KLCC	KLCC, Kuala Lumpur	RM 2,480,000(RM 1828.91 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,356 sq. ft.  •  Partly furnished	3+1	3	2
1242	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,450,000(RM 949.61 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,580 sq. ft.  •  Partly furnished	4+1	5	4
1243	Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,650,000(RM 750 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,200 sq. ft.	4+1	3	None
1244	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,390,000(RM 765.29 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,123 sq. ft.  •  Unfurnished	5+1	5	4
1245	Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 858,000(RM 565.22 per sq. ft.)	Condominium  •  Built-up : 1,518 sq. ft.  •  Partly furnished	4+1	3	2
1246	The Greens, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,720,000(RM 1190.31 per sq. ft.)	Serviced Residence | Corner lot  •  Built-up : 1,445 sq. ft.  •  Partly furnished	2+1	3	2
1247	Villa Serene Kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,500,000(RM 648.15 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 5,400 sq. ft.  •  Unfurnished	5+1	6	6
1248	WANGSA 9 RESIDENCY, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 1,442,480(RM 617.5 per sq. ft.)	Condominium  •  Built-up : 2,336 sq. ft.  •  Partly furnished	3+1	5	3
1249	Kenny Hills, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 25,000,000(RM 6250 per sq. ft.)	Bungalow | Corner lot  •  Built-up : 4,000 sq. ft.  •  Unfurnished	4+1	5	2
1250	Dua Residency, KLCC	KLCC, Kuala Lumpur	RM 2,880,000(RM 822.39 per sq. ft.)	Condominium  •  Built-up : 3,502 sq. ft.  •  Partly furnished	4+1	5	2
1251	TTDI , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,400,000(RM 1375 per sq. ft.)	1-sty Terrace/Link House | Corner lot  •  Built-up : 3,200 sq. ft.	4	4	None
1252	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,850,000(RM 1212.5 per sq. ft.)	Bungalow  •  Built-up : 4,000 sq. ft.  •  Unfurnished	5+1	5	2
1253	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 3,600,000(RM 1028.57 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 3,500 sq. ft.  •  Partly furnished	4+1	4	3
1254	Twy Duplex Condos, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,150,000(RM 830.32 per sq. ft.)	Condominium | Duplex  •  Built-up : 1,385 sq. ft.  •  Fully furnished	3	3	2
1255	Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,200,000(RM 1485.71 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 3,500 sq. ft.  •  Unfurnished	4	4	5
1256	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,950,000(RM 755.81 per sq. ft.)	Condominium  •  Built-up : 2,580 sq. ft.  •  Partly furnished	4+1	5	4
1257	TTDI , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,500,000(RM 865.38 per sq. ft.)	Bungalow  •  Built-up : 5,200 sq. ft.	6	5	4
1258	Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,480,000(RM 672.73 per sq. ft.)	1.5-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.	4+2	4	1
1259	8 Conlay, KLCC	KLCC, Kuala Lumpur	RM 2,280,000(RM 3234.04 per sq. ft.)	Serviced Residence  •  Built-up : 705 sq. ft.  •  Fully furnished	1	1	1
1260	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 7,900,000(RM 831.58 per sq. ft.)	Bungalow  •  Built-up : 9,500 sq. ft.	5	6	6
1261	BANGSAR, Bangsar	Bangsar, Kuala Lumpur	RM 2,350,000(RM 940 per sq. ft.)	2-sty Terrace/Link House | End lot  •  Built-up : 2,500 sq. ft.  •  Partly furnished	6	3	2
1262	Bangsar,  Terasek, Bangsar	Bangsar, Kuala Lumpur	RM 1,850,000(RM 925 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished	4	3	2
1263	Setia Sky Seputeh, Seputeh	Seputeh, Kuala Lumpur	RM 2,800,000(RM 935.83 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,992 sq. ft.  •  Partly furnished	5+1	6	4
1264	KEMARIS, Bangsar	Bangsar, Kuala Lumpur	RM 4,500,000(RM 1071.43 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 4,200 sq. ft.  •  Partly furnished	5+1	4	5
1265	The Westside Two, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,680,000(RM 945.41 per sq. ft.)	Condominium | Corner lot  •  Built-up : 1,777 sq. ft.  •  Partly furnished	3+1	3	3
1266	BANGSAR PARK, Bangsar	Bangsar, Kuala Lumpur	RM 2,350,000(RM 1021.74 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,300 sq. ft.  •  Partly furnished	4	3	2
1267	The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,950,000(RM 755.81 per sq. ft.)	Condominium | Corner lot  •  Built-up : 2,580 sq. ft.  •  Partly furnished	4+1	5	4
1268	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	Condominium  •  Built-up : 876 sq. ft.  •  Partly furnished	2	2	2
1269	South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 900,000(RM 701.48 per sq. ft.)	Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished	3	2	2
1270	Dua Residency, KLCC	KLCC, Kuala Lumpur	RM 2,880,000(RM 822.39 per sq. ft.)	Condominium | Corner lot  •  Built-up : 3,502 sq. ft.  •  Fully furnished	4+1	5	2
1271	Safa,Desa Parkcity,Kepong, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,300,000(RM 920 per sq. ft.)	2-sty Terrace/Link House  •  Built-up : 2,500 sq. ft.  •  Partly furnished	4	4	None
1272	Bukit Jalil Golf &amp; Country Resort, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 4,980,000(RM 957.69 per sq. ft.)	Bungalow | Intermediate  •  Built-up : 5,200 sq. ft.	5+1	6	4
1273	Stonor 3, KLCC	KLCC, Kuala Lumpur	RM 1,230,000(RM 1412.17 per sq. ft.)	Condominium | Intermediate  •  Built-up : 871 sq. ft.  •  Fully furnished	2	2	2
1274	Taman Bukit Desa, Taman Desa	Taman Desa, Kuala Lumpur	RM 1,000,000(RM 500 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Fully furnished	8	5	4
1275	Menara Duta 2, Dutamas	Dutamas, Kuala Lumpur	RM 420,000(RM 300 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,400 sq. ft.  •  Fully furnished	3	2	1
1276	Villa Saujanis, Segambut	Segambut, Kuala Lumpur	RM 750,000(RM 340.91 per sq. ft.)	Townhouse | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished	4+1	3	3
1277	Prima Tiara II, Segambut	Segambut, Kuala Lumpur	RM 355,000(RM 383.37 per sq. ft.)	Apartment | Intermediate  •  Built-up : 926 sq. ft.  •  Partly furnished	3	2	1
1278	Kiara View, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,000,000(RM 602.41 per sq. ft.)	Semi-detached House | Intermediate  •  Built-up : 4,980 sq. ft.  •  Unfurnished	5+1	6	4
1279	Sungai Buloh Freehold (Superlink, Semi-D,Bungalow), Kepong	Kepong, Kuala Lumpur	RM 700,000(RM 356.96 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 1,961 sq. ft.  •  Unfurnished	4	3	2
1280	Taman Sri Segambut, Kepong	Kepong, Kuala Lumpur	RM 490,000(RM 408.33 per sq. ft.)	1-sty Terrace/Link House  •  Built-up : 1,200 sq. ft.	3	2	2
1281	Sri Bintang, Kepong	Kepong, Kuala Lumpur	RM 600,000(RM 500 per sq. ft.)	2-sty Terrace/Link House | Intermediate  •  Built-up : 1,200 sq. ft.  •  Unfurnished	3	2	3
1282	Marc Residence, KLCC	KLCC, Kuala Lumpur	RM 3,980,000(RM 1206.06 per sq. ft.)	Serviced Residence  •  Built-up : 3,300 sq. ft.	4	4	2
1283	Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 3,624,000(RM 379.99 per sq. ft.)	Residential Land  •  Land area : 9,537 sq. ft.	None	None	None
1284	Waltz Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 800,000(RM 733.94 per sq. ft.)	Condominium | Intermediate  •  Built-up : 1,090 sq. ft.  •  Partly furnished	3+1	3	2
