Property Name	Property Location	Price	Bedroom	Bathroom	Car Porch	Property Type	Built Up Area	Status
Reed, Lake Fields, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 1,450,000(RM 450.87 per sq. ft.)	5	5	2	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,216 sq. ft. 	 Partly furnished
Kiara Park, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,290,000(RM 678.95 per sq. ft.)	4+1	3	2	Condominium | Duplex 	 Built-up : 1,900 sq. ft. 	 Partly furnished
Duta Nusantara Near Dutamas Publika, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 8,200,000(RM 1366.67 per sq. ft.)	5+1	6	6	Bungalow 	 Built-up : 6,000 sq. ft. 	 Partly furnished
The Sentral Residences, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,230,000(RM 1131.55 per sq. ft.)	1+1	2	1	Serviced Residence 	 Built-up : 1,087 sq. ft. 	 Fully furnished
Bayu Sri Bintang, Kepong	Kepong, Kuala Lumpur	RM 2,980,000(RM 662.22 per sq. ft.)	5+1	5	5	Semi-detached House | End lot 	 Built-up : 4,500 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,900,000(RM 1073.28 per sq. ft.)	4+1	4	3	Condominium | Corner lot 	 Built-up : 2,702 sq. ft. 	 Fully furnished
Kiaraville, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,400,000(RM 765.03 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,830 sq. ft. 	 Fully furnished
Sunway Palazzio, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,831,000(RM 950 per sq. ft.)	3+2	3	2	Condominium 	 Built-up : 2,980 sq. ft.	Unfurnished
Bangsar	Bangsar, Kuala Lumpur	RM 10,000,000(RM 962.28 per sq. ft.)	5+1	7	5	Bungalow | Intermediate 	 Built-up : 10,392 sq. ft. 	 Partly furnished
Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 2,700,000(RM 3229.67 per sq. ft.)	1+1	1	None	Condominium 	 Built-up : 836 sq. ft.	Unfurnished
Lavile Kuala Lumpur, Cheras	Cheras, Kuala Lumpur	RM 930,000(RM 870.79 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,068 sq. ft. 	 Partly furnished
Sri Putramas III / Royal Regent, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 448,000(RM 512 per sq. ft.)	2	2	1	Condominium 	 Built-up : 875 sq. ft. 	 Partly furnished
Arunya @ KL North, Kepong	Kepong, Kuala Lumpur	RM 409,800(RM 551.55 per sq. ft.)	2	2	1	Condominium | Intermediate 	 Built-up : 743 sq. ft. 	 Partly furnished
Taman Ehsan Kepong, Kepong	Kepong, Kuala Lumpur	RM 798,000(RM 443.33 per sq. ft.)	4	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 1,800 sq. ft. 	 Unfurnished
Fortune Park , Fadason Villa , Kepong, Kepong	Kepong, Kuala Lumpur	RM 1,200,000(RM 428.57 per sq. ft.)	4	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,800 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 910,000(RM 762.14 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 1,194 sq. ft. 	 Partly furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 2,500,000(RM 719.63 per sq. ft.)	5+1	6	4	Condominium | Dual key 	 Built-up : 3,474 sq. ft. 	 Partly furnished
Safa, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 1045.3 per sq. ft.)	4+1	4	3	2-sty Terrace/Link House | Corner lot 	 Built-up : 3,444 sq. ft. 	 Partly furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 4,930,000(RM 2047.34 per sq. ft.)	2+1	3	1	Serviced Residence 	 Built-up : 2,408 sq. ft. 	 Partly furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,600,000(RM 1951.22 per sq. ft.)	Studio	1	1	Serviced Residence 	 Built-up : 820 sq. ft. 	 Partly furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 5,500,000(RM 2284.05 per sq. ft.)	2+1	3	1	Serviced Residence 	 Built-up : 2,408 sq. ft. 	 Partly furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 1,800,000(RM 2195.12 per sq. ft.)	Studio	1	1	Serviced Residence 	 Built-up : 820 sq. ft. 	 Partly furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 8,500,000(RM 1998.59 per sq. ft.)	3+1	6	2	Serviced Residence 	 Built-up : 4,253 sq. ft. 	 Partly furnished
M Suites, Desa Pahlawan, Ampang Hilir	Ampang Hilir, Kuala Lumpur	RM 760,000(RM 769.23 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 988 sq. ft.	Unfurnished
Casaman, ParkCity Heights, Desa ParkCity , Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,350,000(RM 1010.22 per sq. ft.)	4+1	6	4	3-sty Terrace/Link House | Intermediate 	 Built-up : 4,306 sq. ft.	Unfurnished
Residensi PV18, Setapak	Setapak, Kuala Lumpur	RM 500,000(RM 410.17 per sq. ft.)	3	3	2	Condominium | Corner lot 	 Built-up : 1,219 sq. ft. 	 Unfurnished
Southlink, Bangsar South, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 397,700(RM 879.87 per sq. ft.)	Studio	1	1	Apartment 	 Built-up : 452 sq. ft. 	 Partly furnished
Bangsar	Bangsar, Kuala Lumpur	RM 5,350,000(RM 743.06 per sq. ft.)	6+1	5	4	Bungalow 	 Built-up : 7,200 sq. ft. 	 Partly furnished
Vogue Suites One, KL Eco City	KL Eco City, Kuala Lumpur	RM 1,430,000(RM 1329 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,076 sq. ft. 	 Fully furnished
Bangsar, Ara Bangsar, Bangsar Park,Taman Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 5,500,000(RM 916.67 per sq. ft.)	6	4	3	Bungalow | Intermediate 	 Built-up : 6,000 sq. ft. 	 Fully furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,230,000(RM 1025 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 1,200 sq. ft. 	 Partly furnished
One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 4,350,000(RM 1326.22 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 3,280 sq. ft. 	 Fully furnished
St Regis, KL Sentral	KL Sentral, Kuala Lumpur	RM 7,800,000(RM 1834 per sq. ft.)	3+1	5	2	Serviced Residence | Corner lot 	 Built-up : 4,253 sq. ft. 	 Partly furnished
MEADOW LAKE FIELDS LAKEFIELDS KL SG BESI, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 1,099,000(RM 436.98 per sq. ft.)	4+1	5	3	3-sty Terrace/Link House | Intermediate 	 Built-up : 2,515 sq. ft. 	 Fully furnished
Concerto North Kiara, Dutamas	Dutamas, Kuala Lumpur	RM 1,090,000(RM 638.92 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,706 sq. ft. 	 Fully furnished
Nadia ParkHome, Nadia, Desa ParkCity, Kuala Lumpur, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,000,000(RM 836.82 per sq. ft.)	3+1	3	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,390 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,550,000(RM 1036.1 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 1,496 sq. ft.	Unfurnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 4,289,000(RM 1159.19 per sq. ft.)	5+1	5	3	Condominium | Duplex 	 Built-up : 3,700 sq. ft. 	 Partly furnished
The Nest @ Jln Klang Lama, Old Klang Road, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 640,000(RM 496.89 per sq. ft.)	3	3	2	Serviced Residence 	 Built-up : 1,288 sq. ft.	Unfurnished
One Central Park, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,480,000(RM 1082.66 per sq. ft.)	2+1	3	2	Condominium | Intermediate 	 Built-up : 1,367 sq. ft. 	 Partly furnished
The Nest @ Jln Klang Lama, Old Klang Road, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 640,000(RM 496.89 per sq. ft.)	3	3	2	Serviced Residence 	 Built-up : 1,288 sq. ft.	Unfurnished
One Central Park, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,480,000(RM 1082.66 per sq. ft.)	2+1	3	2	Condominium | Intermediate 	 Built-up : 1,367 sq. ft. 	 Partly furnished
Bukit Bandaraya Townhouse, Bangsar	Bangsar, Kuala Lumpur	RM 1,180,000(RM 723.93 per sq. ft.)	3	2	2	Townhouse | Intermediate 	 Built-up : 1,630 sq. ft. 	 Partly furnished
CitiZen @ Old Klang Road, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 610,000(RM 557.59 per sq. ft.)	3+1	2	2	Serviced Residence | Corner lot 	 Built-up : 1,094 sq. ft. 	 Partly furnished
Sentul Point, Sentul	Sentul, Kuala Lumpur	RM 435,000(RM 511.76 per sq. ft.)	3	2	1	Serviced Residence 	 Built-up : 850 sq. ft.	Unfurnished
The Sentral Suites, Kl Sentral, KL Sentral	KL Sentral, Kuala Lumpur	RM 784,000(RM 949.15 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 826 sq. ft.	Unfurnished
Sentul Point, Sentul	Sentul, Kuala Lumpur	RM 480,000(RM 479.52 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,001 sq. ft.	Unfurnished
Citizen 2, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 550,000(RM 622.88 per sq. ft.)	3	2	2	Serviced Residence | Intermediate 	 Built-up : 883 sq. ft. 	 Partly furnished
Citizen 2, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 460,000(RM 634.48 per sq. ft.)	2	2	1	Serviced Residence | Intermediate 	 Built-up : 725 sq. ft. 	 Partly furnished
AMELIA Garden, DESA PARKCITY, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,430,000(RM 923.95 per sq. ft.)	3+1	4	3	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,630 sq. ft. 	 Partly furnished
Amelia Garden, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,000,000(RM 823.72 per sq. ft.)	4+1	6	None	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,642 sq. ft. 	 Partly furnished
Levenue, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 5,500,000(RM 1447.37 per sq. ft.)	7+1	7	4	Semi-detached House | Corner lot 	 Built-up : 3,800 sq. ft. 	 Partly furnished
LeVenue Garden, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 6,300,000(RM 1223.3 per sq. ft.)	7+1	6	4	Bungalow | Corner lot 	 Built-up : 5,150 sq. ft. 	 Unfurnished
The Peak, Cheras	Cheras, Kuala Lumpur	RM 1,190,000(RM 325.14 per sq. ft.)	5	4	None	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,660 sq. ft. 	 Partly furnished
OUG Parklane, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 350,000(RM 368.42 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 950 sq. ft. 	 Partly furnished
Lorong Batai Barat, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,500,000(RM 812.5 per sq. ft.)	6+1	8	5	Bungalow | Intermediate 	 Built-up : 8,000 sq. ft. 	 Partly furnished
Setiamurni , Damansara Heights	Damansara Heights, Kuala Lumpur	RM 8,500,000(RM 1062.5 per sq. ft.)	6+1	7	5	Bungalow | Corner lot 	 Built-up : 8,000 sq. ft. 	 Unfurnished
Sri Petaling	Sri Petaling, Kuala Lumpur	RM 665,000(RM 369.44 per sq. ft.)	4	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 1,800 sq. ft. 	 Partly furnished
Fadason Villa , Kepong, Kepong	Kepong, Kuala Lumpur	RM 1,290,000(RM 425.32 per sq. ft.)	6	5	4	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 3,033 sq. ft. 	 Fully furnished
Safa Terrances, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,295,000(RM 717.19 per sq. ft.)	4+1	4	None	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,200 sq. ft. 	 Partly furnished
Zenia Parkhome, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,800,000(RM 875 per sq. ft.)	4+1	6	3	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,200 sq. ft. 	 Unfurnished
Zenia Parkhomes, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,195,000(RM 914.58 per sq. ft.)	3+1	4	3	2-sty Terrace/Link House | Intermediate 	 Built-up : 2,400 sq. ft. 	 Partly furnished
The Breezeway Courtyard Parkhome, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 3,600,000(RM 984.68 per sq. ft.)	5+1	6	5	3.5-sty Terrace/Link House | Corner lot 	 Built-up : 3,656 sq. ft. 	 Fully furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 11,500,000(RM 1248.24 per sq. ft.)	6+1	8	None	Bungalow 	 Built-up : 9,213 sq. ft.	Unfurnished
The Breezeway Parkhomes, Desa PArkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,950,000(RM 918.72 per sq. ft.)	3+1	5	3	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,211 sq. ft. 	 Partly furnished
Seri Riana Residence, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 1,450,000(RM 672.54 per sq. ft.)	3+1	4	4	Condominium | Intermediate 	 Built-up : 2,156 sq. ft. 	 Partly furnished
Adiva Courtyard, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,800,000(RM 947.37 per sq. ft.)	3+1	3	2	3-sty Terrace/Link House | Intermediate 	 Built-up : 1,900 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 14,500,000(RM 1526.32 per sq. ft.)	7	7	4	Bungalow 	 Built-up : 9,500 sq. ft.	Unfurnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 11,500,000(RM 1503.07 per sq. ft.)	5+1	6	4	Bungalow 	 Built-up : 7,651 sq. ft.	Unfurnished
Henna Residence  @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 360,000(RM 522.5 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 689 sq. ft. 	 Partly furnished
SAFA TERRACE, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,300,000(RM 718.75 per sq. ft.)	4+1	4	4	2-sty Terrace/Link House 	 Built-up : 3,200 sq. ft.	Unfurnished
Mercu Summer Suites, KL City, KLCC	KLCC, Kuala Lumpur	RM 400,000(RM 800 per sq. ft.)	Studio	1	None	Serviced Residence | Intermediate 	 Built-up : 500 sq. ft. 	 Fully furnished
Mercu Summer Suites, KL City, KLCC	KLCC, Kuala Lumpur	RM 500,000(RM 877.19 per sq. ft.)	1	1	None	Serviced Residence | Corner lot 	 Built-up : 570 sq. ft. 	 Fully furnished
Laman residen , seri utara , kipark, Jalan Ipoh	Jalan Ipoh, Kuala Lumpur	RM 2,500,000(RM 714.29 per sq. ft.)	5	5	4	Semi-detached House | Corner lot 	 Built-up : 3,500 sq. ft. 	 Partly furnished
United Point, Segambut	Segambut, Kuala Lumpur	RM 590,000(RM 554.51 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,064 sq. ft.	Unfurnished
Villa Crystal, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 590,000(RM 554.51 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,064 sq. ft.	Unfurnished
Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 590,000(RM 554.51 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,064 sq. ft.	Unfurnished
10 Stonor, KLCC	KLCC, Kuala Lumpur	RM 1,238,000(RM 1682.07 per sq. ft.)	2	2	1	Condominium 	 Built-up : 736 sq. ft. 	 Partly furnished
8 Kia Peng, KLCC	KLCC, Kuala Lumpur	RM 1,308,000(RM 1826.82 per sq. ft.)	1+1	2	1	Serviced Residence 	 Built-up : 716 sq. ft. 	 Fully furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,728,000(RM 736.57 per sq. ft.)	4+1	5	4	Condominium | Corner lot 	 Built-up : 2,346 sq. ft. 	 Partly furnished
Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,700,000(RM 1424.24 per sq. ft.)	6+1	6	None	Bungalow | Intermediate 	 Built-up : 3,300 sq. ft. 	 Partly furnished
Sri Rampai, Setapak	Setapak, Kuala Lumpur	RM 588,000(RM 326.67 per sq. ft.)	3	2	2	2-sty Terrace/Link House | Intermediate 	 Built-up : 1,800 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,880,000(RM 1065.88 per sq. ft.)	4+1	4	3	Condominium 	 Built-up : 2,702 sq. ft. 	 Fully furnished
Jalan Athinahapan , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,800,000(RM 923.08 per sq. ft.)	5+2	4	None	Bungalow | Intermediate 	 Built-up : 5,200 sq. ft. 	 Partly furnished
The Mansion, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 7,000,000(RM 1008.94 per sq. ft.)	8+1	8	4	3.5-sty Terrace/Link House | Intermediate 	 Built-up : 6,938 sq. ft. 	 Partly furnished
Damansara Heights,Jalan Setiabakti, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 1361.11 per sq. ft.)	5+1	6	4	Bungalow 	 Built-up : 9,551 sq. ft. 	 Partly furnished
Seputeh Garden,Seputeh Gardens,Mid Valley,Seputeh, Mid Valley City	Mid Valley City, Kuala Lumpur	RM 4,980,000(RM 824.78 per sq. ft.)	6+1	6	None	Bungalow 	 Built-up : 6,038 sq. ft. 	 Partly furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,000,000(RM 673.13 per sq. ft.)	6	6	None	Bungalow 	 Built-up : 7,428 sq. ft.	Unfurnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 990,000(RM 905.76 per sq. ft.)	2+1	2	2	Condominium | Intermediate 	 Built-up : 1,093 sq. ft. 	 Partly furnished
Zenia Parkhomes, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,700,000(RM 843.75 per sq. ft.)	4+1	6	3	3-sty Terrace/Link House | Intermediate 	 Built-up : 3,200 sq. ft. 	 Partly furnished
Casaman, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,880,000(RM 1099.84 per sq. ft.)	4+1	5	4	3-sty Terrace/Link House | Corner lot 	 Built-up : 4,437 sq. ft. 	 Unfurnished
Taman Pertama, Cheras	Cheras, Kuala Lumpur	RM 415,000(RM 415 per sq. ft.)	3	2	2	Flat 	 Built-up : 1,000 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,900,000(RM 1009.05 per sq. ft.)	4+2	4	3	Condominium 	 Built-up : 2,874 sq. ft.	Unfurnished
The Northshore Gardens, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,380,000(RM 969.85 per sq. ft.)	4+1	5	4	Condominium | Corner lot 	 Built-up : 2,454 sq. ft. 	 Partly furnished
Concerto North Kiara, Dutamas	Dutamas, Kuala Lumpur	RM 1,102,360(RM 587.61 per sq. ft.)	3+1	5	2	Condominium | Corner lot 	 Built-up : 1,876 sq. ft. 	 Partly furnished
Unio Residence, Kepong	Kepong, Kuala Lumpur	RM 777,000(RM 651.85 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 1,192 sq. ft. 	 Partly furnished
Taman Tun Dr Ismail, TTDI KL, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 5,500,000(RM 846.15 per sq. ft.)	6+1	6	4	Bungalow 	 Built-up : 6,500 sq. ft.	Unfurnished
Vivo Residential Suites, Jalan Klang Lama, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 860,000(RM 694.67 per sq. ft.)	3	3	2	Condominium 	 Built-up : 1,238 sq. ft. 	 Partly furnished
Scenaria @ North Kiara Hills, Taman Sri Sinar, Segambut	Segambut, Kuala Lumpur	RM 618,000(RM 606.48 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,019 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,280,000(RM 832.79 per sq. ft.)	3	3	3	Condominium 	 Built-up : 1,537 sq. ft. 	 Partly furnished
Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,730,000(RM 837.77 per sq. ft.)	4+1	5	3	Condominium | Corner lot 	 Built-up : 2,065 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 960,000(RM 959.04 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,001 sq. ft. 	 Partly furnished
Millerz Square, Old Klang Road, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 669,000(RM 934.36 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 716 sq. ft. 	 Fully furnished
Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,050,000(RM 864.2 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,215 sq. ft.	Unfurnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,700,000(RM 1093.02 per sq. ft.)	6	5	4	Bungalow 	 Built-up : 4,300 sq. ft. 	 Unfurnished
Aurora Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 780,000(RM 635.7 per sq. ft.)	3	2	2	Serviced Residence | Intermediate 	 Built-up : 1,227 sq. ft. 	 Partly furnished
Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 5,000,000(RM 673.13 per sq. ft.)	5	5	5	Bungalow 	 Built-up : 7,428 sq. ft.	Unfurnished
Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,700,000(RM 1044.44 per sq. ft.)	6	5	5	Bungalow 	 Built-up : 4,500 sq. ft. 	 Unfurnished
Bukit Damansara, Bangsar, Sri Hartamas, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 9,600,000(RM 2133.33 per sq. ft.)	6	5	8	Bungalow 	 Built-up : 4,500 sq. ft. 	 Unfurnished
Aurora Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 650,000(RM 591.99 per sq. ft.)	3	2	2	Serviced Residence | Intermediate 	 Built-up : 1,098 sq. ft. 	 Partly furnished
safa ,desa parkcity , kepong, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,300,000(RM 766.67 per sq. ft.)	4	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 3,000 sq. ft. 	 Partly furnished
231 TR Serviced Suite, City Centre	City Centre, Kuala Lumpur	RM 798,000(RM 733.46 per sq. ft.)	3	2	None	Serviced Residence | Intermediate 	 Built-up : 1,088 sq. ft. 	 Fully furnished
Nexus, Cheras	Cheras, Kuala Lumpur	RM 405,000(RM 405 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,000 sq. ft.	Unfurnished
The Northshore Gardens, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,950,000(RM 924.17 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 2,110 sq. ft. 	 Fully furnished
Connaught Avenue, Taman Connaught, Cheras	Cheras, Kuala Lumpur	RM 315,000(RM 328.81 per sq. ft.)	3	2	1	Serviced Residence | Intermediate 	 Built-up : 958 sq. ft. 	 Partly furnished
Fadasons Villa Laman Rimbunan Fortune Park Kepong, Kepong	Kepong, Kuala Lumpur	RM 1,260,000(RM 450 per sq. ft.)	5	5	None	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 2,800 sq. ft. 	 Partly furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 890,000(RM 598.12 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 1,488 sq. ft. 	 Fully furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 720,000(RM 607.08 per sq. ft.)	2+1	2	1	Condominium 	 Built-up : 1,186 sq. ft. 	 Partly furnished
Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 440,000(RM 488.35 per sq. ft.)	3	2	2	Condominium 	 Built-up : 901 sq. ft. 	 Unfurnished
Lorong Maarof,Bangsar, Bangsar	Bangsar, Kuala Lumpur	RM 2,600,000(RM 866.67 per sq. ft.)	5	4	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 3,000 sq. ft. 	 Partly furnished
Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 470,000(RM 504.29 per sq. ft.)	3+1	2	2	Condominium | Intermediate 	 Built-up : 932 sq. ft. 	 Unfurnished
Waltz Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 849,000(RM 679.2 per sq. ft.)	3+1	4	2	Condominium | Intermediate 	 Built-up : 1,250 sq. ft. 	 Partly furnished
Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 4,000,000(RM 3189.79 per sq. ft.)	2	3	1	Condominium | Corner lot 	 Built-up : 1,254 sq. ft. 	 Fully furnished
Serai, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 10,200,000(RM 1458.18 per sq. ft.)	5+1	6	4	Condominium 	 Built-up : 6,995 sq. ft.	Unfurnished
The Mansion, Desa ParkCity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 5,850,000(RM 941.57 per sq. ft.)	5+1	6	3	3-sty Terrace/Link House 	 Built-up : 6,213 sq. ft. 	 Partly furnished
One Menerung, Bukit Bandaraya, Bangsar	Bangsar, Kuala Lumpur	RM 7,500,000(RM 1709.99 per sq. ft.)	4+1	5	3	Condominium | Corner lot 	 Built-up : 4,386 sq. ft.	Unfurnished
